"TRACT","DATE","START","END","AVAIL"
14,"2019-02-12",NA,NA,NA
15,"2019-02-12",NA,NA,NA
16,"2019-02-12",NA,NA,NA
17,"2019-02-12",NA,NA,NA
18,"2019-02-12",NA,NA,NA
19,"2019-02-12",NA,NA,NA
20,"2019-02-12",NA,NA,NA
21.01,"2019-02-12",NA,NA,NA
21.02,"2019-02-12",NA,NA,NA
22,"2019-02-12",NA,NA,NA
23,"2019-02-12",NA,NA,NA
24,"2019-02-12",NA,NA,NA
25,"2019-02-12",NA,NA,NA
26,"2019-02-12",NA,NA,NA
27,"2019-02-12",NA,NA,NA
28,"2019-02-12",NA,NA,NA
29,"2019-02-12",NA,NA,NA
31,"2019-02-12",NA,NA,NA
32,"2019-02-12",NA,NA,NA
33,"2019-02-12",NA,NA,NA
34,"2019-02-12",NA,NA,NA
35,"2019-02-12",NA,NA,NA
36.01,"2019-02-12",NA,NA,NA
36.02,"2019-02-12",NA,NA,NA
37,"2019-02-12",NA,NA,NA
1.01,"2019-02-13",NA,NA,NA
1.02,"2019-02-13",NA,NA,NA
2,"2019-02-13",NA,NA,NA
3,"2019-02-13",NA,NA,NA
4,"2019-02-13",NA,NA,NA
5,"2019-02-13",NA,NA,NA
6,"2019-02-13",NA,NA,NA
7,"2019-02-13",NA,NA,NA
8,"2019-02-13",NA,NA,NA
9,"2019-02-13",NA,NA,NA
10,"2019-02-13",NA,NA,NA
11,"2019-02-13",NA,NA,NA
12,"2019-02-13",NA,NA,NA
13,"2019-02-13",NA,NA,NA
14,"2019-02-13",NA,NA,NA
15,"2019-02-13",NA,NA,NA
16,"2019-02-13",NA,NA,NA
17,"2019-02-13",NA,NA,NA
18,"2019-02-13",NA,NA,NA
19,"2019-02-13",NA,NA,NA
20,"2019-02-13",NA,NA,NA
21.01,"2019-02-13",NA,NA,NA
21.02,"2019-02-13",NA,NA,NA
22,"2019-02-13",NA,NA,NA
23,"2019-02-13",NA,NA,NA
24,"2019-02-13",NA,NA,NA
25,"2019-02-13",NA,NA,NA
26,"2019-02-13",NA,NA,NA
27,"2019-02-13",NA,NA,NA
28,"2019-02-13",NA,NA,NA
29,"2019-02-13",NA,NA,NA
31,"2019-02-13",NA,NA,NA
32,"2019-02-13",NA,NA,NA
33,"2019-02-13",NA,NA,NA
34,"2019-02-13",NA,NA,NA
35,"2019-02-13",NA,NA,NA
36.01,"2019-02-13",NA,NA,NA
36.02,"2019-02-13",NA,NA,NA
37,"2019-02-13",NA,NA,NA
1.01,"2019-02-14",NA,NA,NA
1.02,"2019-02-14",NA,NA,NA
2,"2019-02-14",NA,NA,NA
3,"2019-02-14",NA,NA,NA
4,"2019-02-14",NA,NA,NA
5,"2019-02-14",NA,NA,NA
6,"2019-02-14",NA,NA,NA
7,"2019-02-14",NA,NA,NA
8,"2019-02-14",NA,NA,NA
9,"2019-02-14",NA,NA,NA
10,"2019-02-14",NA,NA,NA
11,"2019-02-14",NA,NA,NA
12,"2019-02-14",NA,NA,NA
13,"2019-02-14",NA,NA,NA
14,"2019-02-14",NA,NA,NA
15,"2019-02-14",NA,NA,NA
16,"2019-02-14",NA,NA,NA
17,"2019-02-14",NA,NA,NA
18,"2019-02-14",NA,NA,NA
19,"2019-02-14",NA,NA,NA
20,"2019-02-14",NA,NA,NA
21.01,"2019-02-14",NA,NA,NA
21.02,"2019-02-14",NA,NA,NA
22,"2019-02-14",NA,NA,NA
23,"2019-02-14",NA,NA,NA
24,"2019-02-14",NA,NA,NA
25,"2019-02-14",NA,NA,NA
26,"2019-02-14",NA,NA,NA
27,"2019-02-14",NA,NA,NA
28,"2019-02-14",NA,NA,NA
29,"2019-02-14",NA,NA,NA
31,"2019-02-14",NA,NA,NA
32,"2019-02-14",NA,NA,NA
33,"2019-02-14",NA,NA,NA
34,"2019-02-14",NA,NA,NA
35,"2019-02-14",NA,NA,NA
36.01,"2019-02-14",NA,NA,NA
36.02,"2019-02-14",NA,NA,NA
37,"2019-02-14",NA,NA,NA
1.01,"2019-02-15",NA,NA,NA
1.02,"2019-02-15",NA,NA,NA
2,"2019-02-15",NA,NA,NA
3,"2019-02-15",NA,NA,NA
4,"2019-02-15",NA,NA,NA
5,"2019-02-15",NA,NA,NA
6,"2019-02-15",NA,NA,NA
7,"2019-02-15",NA,NA,NA
8,"2019-02-15",NA,NA,NA
9,"2019-02-15",NA,NA,NA
10,"2019-02-15",NA,NA,NA
11,"2019-02-15",NA,NA,NA
12,"2019-02-15",NA,NA,NA
13,"2019-02-15",NA,NA,NA
14,"2019-02-15",NA,NA,NA
15,"2019-02-15",NA,NA,NA
16,"2019-02-15",NA,NA,NA
17,"2019-02-15",NA,NA,NA
18,"2019-02-15",NA,NA,NA
19,"2019-02-15",NA,NA,NA
20,"2019-02-15",NA,NA,NA
21.01,"2019-02-15",NA,NA,NA
21.02,"2019-02-15",NA,NA,NA
22,"2019-02-15",NA,NA,NA
23,"2019-02-15",NA,NA,NA
24,"2019-02-15",NA,NA,NA
25,"2019-02-15",NA,NA,NA
26,"2019-02-15",NA,NA,NA
27,"2019-02-15",NA,NA,NA
28,"2019-02-15",NA,NA,NA
29,"2019-02-15",NA,NA,NA
31,"2019-02-15",NA,NA,NA
32,"2019-02-15",NA,NA,NA
33,"2019-02-15",NA,NA,NA
34,"2019-02-15",NA,NA,NA
35,"2019-02-15",NA,NA,NA
36.01,"2019-02-15",NA,NA,NA
36.02,"2019-02-15",NA,NA,NA
37,"2019-02-15",NA,NA,NA
1.01,"2019-02-16",NA,NA,NA
1.02,"2019-02-16",NA,NA,NA
2,"2019-02-16",NA,NA,NA
3,"2019-02-16",NA,NA,NA
4,"2019-02-16",NA,NA,NA
5,"2019-02-16",NA,NA,NA
6,"2019-02-16",NA,NA,NA
7,"2019-02-16",NA,NA,NA
8,"2019-02-16",NA,NA,NA
9,"2019-02-16",NA,NA,NA
10,"2019-02-16",NA,NA,NA
11,"2019-02-16",NA,NA,NA
12,"2019-02-16",NA,NA,NA
13,"2019-02-16",NA,NA,NA
14,"2019-02-16",NA,NA,NA
15,"2019-02-16",NA,NA,NA
16,"2019-02-16",NA,NA,NA
17,"2019-02-16",NA,NA,NA
18,"2019-02-16",NA,NA,NA
19,"2019-02-16",NA,NA,NA
20,"2019-02-16",NA,NA,NA
21.01,"2019-02-16",NA,NA,NA
21.02,"2019-02-16",NA,NA,NA
22,"2019-02-16",NA,NA,NA
23,"2019-02-16",NA,NA,NA
24,"2019-02-16",NA,NA,NA
25,"2019-02-16",NA,NA,NA
26,"2019-02-16",NA,NA,NA
27,"2019-02-16",NA,NA,NA
28,"2019-02-16",NA,NA,NA
29,"2019-02-16",NA,NA,NA
31,"2019-02-16",NA,NA,NA
32,"2019-02-16",NA,NA,NA
33,"2019-02-16",NA,NA,NA
34,"2019-02-16",NA,NA,NA
35,"2019-02-16",NA,NA,NA
36.01,"2019-02-16",NA,NA,NA
36.02,"2019-02-16",NA,NA,NA
37,"2019-02-16",NA,NA,NA
1.01,"2019-02-17",NA,NA,NA
1.02,"2019-02-17",NA,NA,NA
2,"2019-02-17",NA,NA,NA
3,"2019-02-17",NA,NA,NA
4,"2019-02-17",NA,NA,NA
5,"2019-02-17",NA,NA,NA
6,"2019-02-17",NA,NA,NA
7,"2019-02-17",NA,NA,NA
8,"2019-02-17",NA,NA,NA
9,"2019-02-17",NA,NA,NA
10,"2019-02-17",NA,NA,NA
11,"2019-02-17",NA,NA,NA
12,"2019-02-17",NA,NA,NA
13,"2019-02-17",NA,NA,NA
14,"2019-02-17",NA,NA,NA
15,"2019-02-17",NA,NA,NA
16,"2019-02-17",NA,NA,NA
17,"2019-02-17",NA,NA,NA
18,"2019-02-17",NA,NA,NA
19,"2019-02-17",NA,NA,NA
20,"2019-02-17",NA,NA,NA
21.01,"2019-02-17",NA,NA,NA
21.02,"2019-02-17",NA,NA,NA
22,"2019-02-17",NA,NA,NA
23,"2019-02-17",NA,NA,NA
24,"2019-02-17",NA,NA,NA
25,"2019-02-17",NA,NA,NA
26,"2019-02-17",NA,NA,NA
27,"2019-02-17",NA,NA,NA
28,"2019-02-17",NA,NA,NA
29,"2019-02-17",NA,NA,NA
31,"2019-02-17",NA,NA,NA
32,"2019-02-17",NA,NA,NA
33,"2019-02-17",NA,NA,NA
34,"2019-02-17",NA,NA,NA
35,"2019-02-17",NA,NA,NA
36.01,"2019-02-17",NA,NA,NA
36.02,"2019-02-17",NA,NA,NA
37,"2019-02-17",NA,NA,NA
1.01,"2019-02-18",NA,NA,NA
1.02,"2019-02-18",NA,NA,NA
2,"2019-02-18",NA,NA,NA
3,"2019-02-18",NA,NA,NA
4,"2019-02-18",NA,NA,NA
5,"2019-02-18",NA,NA,NA
6,"2019-02-18",NA,NA,NA
7,"2019-02-18",NA,NA,NA
8,"2019-02-18",NA,NA,NA
9,"2019-02-18",NA,NA,NA
10,"2019-02-18",NA,NA,NA
11,"2019-02-18",NA,NA,NA
12,"2019-02-18",NA,NA,NA
13,"2019-02-18",NA,NA,NA
14,"2019-02-18",NA,NA,NA
15,"2019-02-18",NA,NA,NA
16,"2019-02-18",NA,NA,NA
17,"2019-02-18",NA,NA,NA
18,"2019-02-18",NA,NA,NA
19,"2019-02-18",NA,NA,NA
20,"2019-02-18",NA,NA,NA
21.01,"2019-02-18",NA,NA,NA
21.02,"2019-02-18",NA,NA,NA
22,"2019-02-18",NA,NA,NA
23,"2019-02-18",NA,NA,NA
24,"2019-02-18",NA,NA,NA
25,"2019-02-18",NA,NA,NA
26,"2019-02-18",NA,NA,NA
27,"2019-02-18",NA,NA,NA
28,"2019-02-18",NA,NA,NA
29,"2019-02-18",NA,NA,NA
31,"2019-02-18",NA,NA,NA
32,"2019-02-18",NA,NA,NA
33,"2019-02-18",NA,NA,NA
34,"2019-02-18",NA,NA,NA
35,"2019-02-18",NA,NA,NA
36.01,"2019-02-18",NA,NA,NA
36.02,"2019-02-18",NA,NA,NA
37,"2019-02-18",NA,NA,NA
1.01,"2019-02-19",NA,NA,NA
1.02,"2019-02-19",NA,NA,NA
2,"2019-02-19",NA,NA,NA
3,"2019-02-19",NA,NA,NA
4,"2019-02-19",NA,NA,NA
5,"2019-02-19",NA,NA,NA
6,"2019-02-19",NA,NA,NA
7,"2019-02-19",NA,NA,NA
8,"2019-02-19",NA,NA,NA
9,"2019-02-19",NA,NA,NA
10,"2019-02-19",NA,NA,NA
11,"2019-02-19",NA,NA,NA
12,"2019-02-19",NA,NA,NA
13,"2019-02-19",NA,NA,NA
14,"2019-02-19",NA,NA,NA
15,"2019-02-19",NA,NA,NA
16,"2019-02-19",NA,NA,NA
17,"2019-02-19",NA,NA,NA
18,"2019-02-19",NA,NA,NA
19,"2019-02-19",NA,NA,NA
20,"2019-02-19",NA,NA,NA
21.01,"2019-02-19",NA,NA,NA
21.02,"2019-02-19",NA,NA,NA
22,"2019-02-19",NA,NA,NA
23,"2019-02-19",NA,NA,NA
24,"2019-02-19",NA,NA,NA
25,"2019-02-19",NA,NA,NA
26,"2019-02-19",NA,NA,NA
27,"2019-02-19",NA,NA,NA
28,"2019-02-19",NA,NA,NA
29,"2019-02-19",NA,NA,NA
31,"2019-02-19",NA,NA,NA
32,"2019-02-19",NA,NA,NA
33,"2019-02-19",NA,NA,NA
34,"2019-02-19",NA,NA,NA
35,"2019-02-19",NA,NA,NA
36.01,"2019-02-19",NA,NA,NA
36.02,"2019-02-19",NA,NA,NA
37,"2019-02-19",NA,NA,NA
1.01,"2019-02-20",NA,NA,NA
1.02,"2019-02-20",NA,NA,NA
2,"2019-02-20",NA,NA,NA
3,"2019-02-20",NA,NA,NA
4,"2019-02-20",NA,NA,NA
5,"2019-02-20",NA,NA,NA
6,"2019-02-20",NA,NA,NA
7,"2019-02-20",NA,NA,NA
8,"2019-02-20",NA,NA,NA
9,"2019-02-20",NA,NA,NA
10,"2019-02-20",NA,NA,NA
11,"2019-02-20",NA,NA,NA
12,"2019-02-20",NA,NA,NA
13,"2019-02-20",NA,NA,NA
14,"2019-02-20",NA,NA,NA
15,"2019-02-20",NA,NA,NA
16,"2019-02-20",NA,NA,NA
17,"2019-02-20",NA,NA,NA
18,"2019-02-20",NA,NA,NA
19,"2019-02-20",NA,NA,NA
20,"2019-02-20",NA,NA,NA
21.01,"2019-02-20",NA,NA,NA
21.02,"2019-02-20",NA,NA,NA
22,"2019-02-20",NA,NA,NA
23,"2019-02-20",NA,NA,NA
24,"2019-02-20",NA,NA,NA
25,"2019-02-20",NA,NA,NA
26,"2019-02-20",NA,NA,NA
27,"2019-02-20",NA,NA,NA
28,"2019-02-20",NA,NA,NA
29,"2019-02-20",NA,NA,NA
31,"2019-02-20",NA,NA,NA
32,"2019-02-20",NA,NA,NA
33,"2019-02-20",NA,NA,NA
34,"2019-02-20",NA,NA,NA
35,"2019-02-20",NA,NA,NA
36.01,"2019-02-20",NA,NA,NA
36.02,"2019-02-20",NA,NA,NA
37,"2019-02-20",NA,NA,NA
1.01,"2019-02-21",NA,NA,NA
1.02,"2019-02-21",NA,NA,NA
2,"2019-02-21",NA,NA,NA
3,"2019-02-21",NA,NA,NA
4,"2019-02-21",NA,NA,NA
5,"2019-02-21",NA,NA,NA
6,"2019-02-21",NA,NA,NA
7,"2019-02-21",NA,NA,NA
8,"2019-02-21",NA,NA,NA
9,"2019-02-21",NA,NA,NA
10,"2019-02-21",NA,NA,NA
11,"2019-02-21",NA,NA,NA
12,"2019-02-21",NA,NA,NA
13,"2019-02-21",NA,NA,NA
14,"2019-02-21",NA,NA,NA
15,"2019-02-21",NA,NA,NA
16,"2019-02-21",NA,NA,NA
17,"2019-02-21",NA,NA,NA
18,"2019-02-21",NA,NA,NA
19,"2019-02-21",NA,NA,NA
20,"2019-02-21",NA,NA,NA
21.01,"2019-02-21",NA,NA,NA
21.02,"2019-02-21",NA,NA,NA
22,"2019-02-21",NA,NA,NA
23,"2019-02-21",NA,NA,NA
24,"2019-02-21",NA,NA,NA
25,"2019-02-21",NA,NA,NA
26,"2019-02-21",NA,NA,NA
27,"2019-02-21",NA,NA,NA
28,"2019-02-21",NA,NA,NA
29,"2019-02-21",NA,NA,NA
31,"2019-02-21",NA,NA,NA
32,"2019-02-21",NA,NA,NA
33,"2019-02-21",NA,NA,NA
34,"2019-02-21",NA,NA,NA
35,"2019-02-21",NA,NA,NA
36.01,"2019-02-21",NA,NA,NA
36.02,"2019-02-21",NA,NA,NA
37,"2019-02-21",NA,NA,NA
1.01,"2019-02-22",NA,NA,NA
1.02,"2019-02-22",NA,NA,NA
2,"2019-02-22",NA,NA,NA
3,"2019-02-22",NA,NA,NA
4,"2019-02-22",NA,NA,NA
5,"2019-02-22",NA,NA,NA
6,"2019-02-22",NA,NA,NA
7,"2019-02-22",NA,NA,NA
8,"2019-02-22",NA,NA,NA
9,"2019-02-22",NA,NA,NA
10,"2019-02-22",NA,NA,NA
11,"2019-02-22",NA,NA,NA
12,"2019-02-22",NA,NA,NA
13,"2019-02-22",NA,NA,NA
14,"2019-02-22",NA,NA,NA
15,"2019-02-22",NA,NA,NA
16,"2019-02-22",NA,NA,NA
17,"2019-02-22",NA,NA,NA
18,"2019-02-22",NA,NA,NA
19,"2019-02-22",NA,NA,NA
20,"2019-02-22",NA,NA,NA
21.01,"2019-02-22",NA,NA,NA
21.02,"2019-02-22",NA,NA,NA
22,"2019-02-22",NA,NA,NA
23,"2019-02-22",NA,NA,NA
24,"2019-02-22",NA,NA,NA
25,"2019-02-22",NA,NA,NA
26,"2019-02-22",NA,NA,NA
27,"2019-02-22",NA,NA,NA
28,"2019-02-22",NA,NA,NA
29,"2019-02-22",NA,NA,NA
31,"2019-02-22",NA,NA,NA
32,"2019-02-22",NA,NA,NA
33,"2019-02-22",NA,NA,NA
34,"2019-02-22",NA,NA,NA
35,"2019-02-22",NA,NA,NA
36.01,"2019-02-22",NA,NA,NA
36.02,"2019-02-22",NA,NA,NA
37,"2019-02-22",NA,NA,NA
1.01,"2019-02-23",NA,NA,NA
1.02,"2019-02-23",NA,NA,NA
2,"2019-02-23",NA,NA,NA
3,"2019-02-23",NA,NA,NA
4,"2019-02-23",NA,NA,NA
5,"2019-02-23",NA,NA,NA
6,"2019-02-23",NA,NA,NA
7,"2019-02-23",NA,NA,NA
8,"2019-02-23",NA,NA,NA
9,"2019-02-23",NA,NA,NA
10,"2019-02-23",NA,NA,NA
11,"2019-02-23",NA,NA,NA
12,"2019-02-23",NA,NA,NA
13,"2019-02-23",NA,NA,NA
14,"2019-02-23",NA,NA,NA
15,"2019-02-23",NA,NA,NA
16,"2019-02-23",NA,NA,NA
17,"2019-02-23",NA,NA,NA
18,"2019-02-23",NA,NA,NA
19,"2019-02-23",NA,NA,NA
20,"2019-02-23",NA,NA,NA
21.01,"2019-02-23",NA,NA,NA
21.02,"2019-02-23",NA,NA,NA
22,"2019-02-23",NA,NA,NA
23,"2019-02-23",NA,NA,NA
24,"2019-02-23",NA,NA,NA
25,"2019-02-23",NA,NA,NA
26,"2019-02-23",NA,NA,NA
27,"2019-02-23",NA,NA,NA
28,"2019-02-23",NA,NA,NA
29,"2019-02-23",NA,NA,NA
31,"2019-02-23",NA,NA,NA
32,"2019-02-23",NA,NA,NA
33,"2019-02-23",NA,NA,NA
34,"2019-02-23",NA,NA,NA
35,"2019-02-23",NA,NA,NA
36.01,"2019-02-23",NA,NA,NA
36.02,"2019-02-23",NA,NA,NA
37,"2019-02-23",NA,NA,NA
1.01,"2019-02-24",NA,NA,NA
1.02,"2019-02-24",NA,NA,NA
2,"2019-02-24",NA,NA,NA
3,"2019-02-24",NA,NA,NA
4,"2019-02-24",NA,NA,NA
5,"2019-02-24",NA,NA,NA
6,"2019-02-24",NA,NA,NA
7,"2019-02-24",NA,NA,NA
8,"2019-02-24",NA,NA,NA
9,"2019-02-24",NA,NA,NA
10,"2019-02-24",NA,NA,NA
11,"2019-02-24",NA,NA,NA
12,"2019-02-24",NA,NA,NA
13,"2019-02-24",NA,NA,NA
14,"2019-02-24",NA,NA,NA
15,"2019-02-24",NA,NA,NA
16,"2019-02-24",NA,NA,NA
17,"2019-02-24",NA,NA,NA
18,"2019-02-24",NA,NA,NA
19,"2019-02-24",NA,NA,NA
20,"2019-02-24",NA,NA,NA
21.01,"2019-02-24",NA,NA,NA
21.02,"2019-02-24",NA,NA,NA
22,"2019-02-24",NA,NA,NA
23,"2019-02-24",NA,NA,NA
24,"2019-02-24",NA,NA,NA
25,"2019-02-24",NA,NA,NA
26,"2019-02-24",NA,NA,NA
27,"2019-02-24",NA,NA,NA
28,"2019-02-24",NA,NA,NA
29,"2019-02-24",NA,NA,NA
31,"2019-02-24",NA,NA,NA
32,"2019-02-24",NA,NA,NA
33,"2019-02-24",NA,NA,NA
34,"2019-02-24",NA,NA,NA
35,"2019-02-24",NA,NA,NA
36.01,"2019-02-24",NA,NA,NA
36.02,"2019-02-24",NA,NA,NA
37,"2019-02-24",NA,NA,NA
1.01,"2019-02-25",NA,NA,NA
1.02,"2019-02-25",NA,NA,NA
2,"2019-02-25",NA,NA,NA
3,"2019-02-25",NA,NA,NA
4,"2019-02-25",NA,NA,NA
5,"2019-02-25",NA,NA,NA
6,"2019-02-25",NA,NA,NA
7,"2019-02-25",NA,NA,NA
8,"2019-02-25",NA,NA,NA
9,"2019-02-25",NA,NA,NA
10,"2019-02-25",NA,NA,NA
11,"2019-02-25",NA,NA,NA
12,"2019-02-25",NA,NA,NA
13,"2019-02-25",NA,NA,NA
14,"2019-02-25",NA,NA,NA
15,"2019-02-25",NA,NA,NA
16,"2019-02-25",NA,NA,NA
17,"2019-02-25",NA,NA,NA
18,"2019-02-25",NA,NA,NA
19,"2019-02-25",NA,NA,NA
20,"2019-02-25",NA,NA,NA
21.01,"2019-02-25",NA,NA,NA
21.02,"2019-02-25",NA,NA,NA
22,"2019-02-25",NA,NA,NA
23,"2019-02-25",NA,NA,NA
24,"2019-02-25",NA,NA,NA
25,"2019-02-25",NA,NA,NA
26,"2019-02-25",NA,NA,NA
27,"2019-02-25",NA,NA,NA
28,"2019-02-25",NA,NA,NA
29,"2019-02-25",NA,NA,NA
31,"2019-02-25",NA,NA,NA
32,"2019-02-25",NA,NA,NA
33,"2019-02-25",NA,NA,NA
34,"2019-02-25",NA,NA,NA
35,"2019-02-25",NA,NA,NA
36.01,"2019-02-25",NA,NA,NA
36.02,"2019-02-25",NA,NA,NA
37,"2019-02-25",NA,NA,NA
1.01,"2019-03-04",NA,NA,NA
1.02,"2019-03-04",NA,NA,NA
2,"2019-03-04",NA,NA,NA
3,"2019-03-04",NA,NA,NA
4,"2019-03-04",NA,NA,NA
5,"2019-03-04",NA,NA,NA
6,"2019-03-04",NA,NA,NA
7,"2019-03-04",NA,NA,NA
8,"2019-03-04",NA,NA,NA
9,"2019-03-04",NA,NA,NA
10,"2019-03-04",NA,NA,NA
11,"2019-03-04",NA,NA,NA
12,"2019-03-04",NA,NA,NA
13,"2019-03-04",NA,NA,NA
14,"2019-03-04",NA,NA,NA
15,"2019-03-04",NA,NA,NA
16,"2019-03-04",NA,NA,NA
17,"2019-03-04",NA,NA,NA
18,"2019-03-04",NA,NA,NA
19,"2019-03-04",NA,NA,NA
20,"2019-03-04",NA,NA,NA
21.01,"2019-03-04",NA,NA,NA
21.02,"2019-03-04",NA,NA,NA
22,"2019-03-04",NA,NA,NA
23,"2019-03-04",NA,NA,NA
24,"2019-03-04",NA,NA,NA
25,"2019-03-04",NA,NA,NA
26,"2019-03-04",NA,NA,NA
27,"2019-03-04",NA,NA,NA
28,"2019-03-04",NA,NA,NA
29,"2019-03-04",NA,NA,NA
31,"2019-03-04",NA,NA,NA
32,"2019-03-04",NA,NA,NA
33,"2019-03-04",NA,NA,NA
34,"2019-03-04",NA,NA,NA
35,"2019-03-04",NA,NA,NA
36.01,"2019-03-04",NA,NA,NA
36.02,"2019-03-04",NA,NA,NA
37,"2019-03-04",NA,NA,NA
1.01,"2019-03-05",NA,NA,NA
1.02,"2019-03-05",NA,NA,NA
2,"2019-03-05",NA,NA,NA
3,"2019-03-05",NA,NA,NA
4,"2019-03-05",NA,NA,NA
5,"2019-03-05",NA,NA,NA
6,"2019-03-05",NA,NA,NA
7,"2019-03-05",NA,NA,NA
8,"2019-03-05",NA,NA,NA
9,"2019-03-05",NA,NA,NA
10,"2019-03-05",NA,NA,NA
11,"2019-03-05",NA,NA,NA
12,"2019-03-05",NA,NA,NA
13,"2019-03-05",NA,NA,NA
14,"2019-03-05",NA,NA,NA
15,"2019-03-05",NA,NA,NA
16,"2019-03-05",NA,NA,NA
17,"2019-03-05",NA,NA,NA
18,"2019-03-05",NA,NA,NA
19,"2019-03-05",NA,NA,NA
20,"2019-03-05",NA,NA,NA
21.01,"2019-03-05",NA,NA,NA
21.02,"2019-03-05",NA,NA,NA
22,"2019-03-05",NA,NA,NA
23,"2019-03-05",NA,NA,NA
24,"2019-03-05",NA,NA,NA
25,"2019-03-05",NA,NA,NA
26,"2019-03-05",NA,NA,NA
27,"2019-03-05",NA,NA,NA
28,"2019-03-05",NA,NA,NA
29,"2019-03-05",NA,NA,NA
31,"2019-03-05",NA,NA,NA
32,"2019-03-05",NA,NA,NA
33,"2019-03-05",NA,NA,NA
34,"2019-03-05",NA,NA,NA
35,"2019-03-05",NA,NA,NA
36.01,"2019-03-05",NA,NA,NA
36.02,"2019-03-05",NA,NA,NA
37,"2019-03-05",NA,NA,NA
1.01,"2019-03-06",NA,NA,NA
1.02,"2019-03-06",NA,NA,NA
2,"2019-03-06",NA,NA,NA
3,"2019-03-06",NA,NA,NA
4,"2019-03-06",NA,NA,NA
5,"2019-03-06",NA,NA,NA
6,"2019-03-06",NA,NA,NA
7,"2019-03-06",NA,NA,NA
8,"2019-03-06",NA,NA,NA
9,"2019-03-06",NA,NA,NA
10,"2019-03-06",NA,NA,NA
11,"2019-03-06",NA,NA,NA
12,"2019-03-06",NA,NA,NA
13,"2019-03-06",NA,NA,NA
14,"2019-03-06",NA,NA,NA
15,"2019-03-06",NA,NA,NA
16,"2019-03-06",NA,NA,NA
17,"2019-03-06",NA,NA,NA
18,"2019-03-06",NA,NA,NA
19,"2019-03-06",NA,NA,NA
20,"2019-03-06",NA,NA,NA
21.01,"2019-03-06",NA,NA,NA
21.02,"2019-03-06",NA,NA,NA
22,"2019-03-06",NA,NA,NA
23,"2019-03-06",NA,NA,NA
24,"2019-03-06",NA,NA,NA
25,"2019-03-06",NA,NA,NA
26,"2019-03-06",NA,NA,NA
27,"2019-03-06",NA,NA,NA
28,"2019-03-06",NA,NA,NA
29,"2019-03-06",NA,NA,NA
31,"2019-03-06",NA,NA,NA
32,"2019-03-06",NA,NA,NA
33,"2019-03-06",NA,NA,NA
34,"2019-03-06",NA,NA,NA
35,"2019-03-06",NA,NA,NA
36.01,"2019-03-06",NA,NA,NA
36.02,"2019-03-06",NA,NA,NA
37,"2019-03-06",NA,NA,NA
1.01,"2019-03-07",NA,NA,NA
1.02,"2019-03-07",NA,NA,NA
2,"2019-03-07",NA,NA,NA
3,"2019-03-07",NA,NA,NA
4,"2019-03-07",NA,NA,NA
5,"2019-03-07",NA,NA,NA
6,"2019-03-07",NA,NA,NA
7,"2019-03-07",NA,NA,NA
8,"2019-03-07",NA,NA,NA
9,"2019-03-07",NA,NA,NA
10,"2019-03-07",NA,NA,NA
11,"2019-03-07",NA,NA,NA
12,"2019-03-07",NA,NA,NA
13,"2019-03-07",NA,NA,NA
14,"2019-03-07",NA,NA,NA
15,"2019-03-07",NA,NA,NA
16,"2019-03-07",NA,NA,NA
17,"2019-03-07",NA,NA,NA
18,"2019-03-07",NA,NA,NA
19,"2019-03-07",NA,NA,NA
20,"2019-03-07",NA,NA,NA
21.01,"2019-03-07",NA,NA,NA
21.02,"2019-03-07",NA,NA,NA
22,"2019-03-07",NA,NA,NA
23,"2019-03-07",NA,NA,NA
24,"2019-03-07",NA,NA,NA
25,"2019-03-07",NA,NA,NA
26,"2019-03-07",NA,NA,NA
27,"2019-03-07",NA,NA,NA
28,"2019-03-07",NA,NA,NA
29,"2019-03-07",NA,NA,NA
31,"2019-03-07",NA,NA,NA
32,"2019-03-07",NA,NA,NA
33,"2019-03-07",NA,NA,NA
34,"2019-03-07",NA,NA,NA
35,"2019-03-07",NA,NA,NA
36.01,"2019-03-07",NA,NA,NA
36.02,"2019-03-07",NA,NA,NA
37,"2019-03-07",NA,NA,NA
1.01,"2019-03-08",NA,NA,NA
1.02,"2019-03-08",NA,NA,NA
2,"2019-03-08",NA,NA,NA
3,"2019-03-08",NA,NA,NA
4,"2019-03-08",NA,NA,NA
5,"2019-03-08",NA,NA,NA
6,"2019-03-08",NA,NA,NA
7,"2019-03-08",NA,NA,NA
8,"2019-03-08",NA,NA,NA
9,"2019-03-08",NA,NA,NA
10,"2019-03-08",NA,NA,NA
11,"2019-03-08",NA,NA,NA
12,"2019-03-08",NA,NA,NA
13,"2019-03-08",NA,NA,NA
14,"2019-03-08",NA,NA,NA
15,"2019-03-08",NA,NA,NA
16,"2019-03-08",NA,NA,NA
17,"2019-03-08",NA,NA,NA
18,"2019-03-08",NA,NA,NA
19,"2019-03-08",NA,NA,NA
20,"2019-03-08",NA,NA,NA
21.01,"2019-03-08",NA,NA,NA
21.02,"2019-03-08",NA,NA,NA
22,"2019-03-08",NA,NA,NA
23,"2019-03-08",NA,NA,NA
24,"2019-03-08",NA,NA,NA
25,"2019-03-08",NA,NA,NA
26,"2019-03-08",NA,NA,NA
27,"2019-03-08",NA,NA,NA
28,"2019-03-08",NA,NA,NA
29,"2019-03-08",NA,NA,NA
31,"2019-03-08",NA,NA,NA
32,"2019-03-08",NA,NA,NA
33,"2019-03-08",NA,NA,NA
34,"2019-03-08",NA,NA,NA
35,"2019-03-08",NA,NA,NA
